INSTNM,INEXPFTE,ADM_RATE_ALL,MD_EARN_WNE_4YR,MEDIAN_HH_INC,FAMINC,MD_FAMINC,STUFACR,UGDS_MEN,UGDS_WOMEN
Palo Alto College,4248.0,,33937.0,43633.74,25974.724535,22304,32.0,0.3722,0.6278
Sebring Career Schools-Huntsville,6126.0,,13475.0,60529.7,17396.617925,9461.5,11.0,0.1429,0.8571
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,3289.0,,,61977.79,22870.473684,14959,7.0,0.1333,0.8667
Central Texas Beauty College-Round Rock,1795.0,,17899.0,66486.88,16119.134868,12395,25.0,0.1026,0.8974
Unification Theological Seminary,4280.0,,,,,,,,
Athens Technical College,6794.0,,35768.0,47667.48,21858.073583,17841,12.0,0.3425,0.6575
GateWay Community College-Central City,5165.0,,53186.0,55530.55,26670.441259,21260,13.0,0.3464,0.6536
Carrington College-San Leandro Campus,6261.0,,37132.0,66236.49,28706.260353,18013,26.0,0.1009,0.8991
Headmasters School of Hair Design,5726.0,,28352.0,47279.87,29005.757576,17161,10.0,0.0,1.0
The Salon Professional Academy-Nampa,7123.0,,20335.0,50691.3,22128.412371,16870,12.0,0.0,1.0
Beckfield College-Florence,6429.0,,39104.0,64318.54,24390.543241,16835,14.0,0.0505,0.9495
Dorsey College-Wayne,8326.0,,24695.0,60108.1,15824.308166,11499,20.0,0.2324,0.7676
Ecumenical Theological Seminary,6633.0,,,,,,5.0,0.25,0.75
Ross Medical Education Center-Saginaw,1574.0,,24802.0,54076.94,25603.605231,16094,13.0,0.0448,0.9552
Sussex County Community College,4594.0,,38696.0,81847.82,53911.226962,38476.5,15.0,0.5352,0.4648
Landmark College,15395.0,0.52878464818763,25832.0,82731.74,102849.91444,73971,7.0,0.6774,0.3226
Yeshiva Gedolah of Greater Detroit,15293.0,0.86363636363636,,63218.7,60025.470588,62360,8.0,1.0,0.0
Austin Graduate School of Theology,20023.0,,,66069.18,43247.9,39558,4.0,0.8,0.2
Collin County Community College District,6155.0,,47441.0,88568.64,36663.889143,27292.5,23.0,0.4554,0.5446
Owensboro Community and Technical College,4563.0,,35450.0,48534.08,33617.220133,23689,20.0,0.4137,0.5863
Allure Beauty College,2386.0,,,31573,12561.90625,8883.5,10.0,0.0,1.0
Cloyd's Beauty School 3 Inc,1481.0,,17608.0,38801.17,14952.5,12364.5,20.0,0.0,1.0
Moore Norman Technology Center,3367.0,,38345.0,51042.68,21328.447581,18696.5,18.0,0.6239,0.3761
Fayette County Career & Technical Institute Practical Nursing Program,37169.0,,41346.0,40398.49,34552.677966,22429.5,15.0,0.1765,0.8235
Franklin County Career and Technology Center,7399.0,0.57894736842105,45956.0,54301.67,46217.626374,28521,10.0,0.0,1.0
Paul Mitchell the School-Knoxville,3507.0,,20303.0,51366.67,28067.817021,15658,17.0,0.3028,0.6972
Ogle School Hair Skin Nails-Hurst,1800.0,,20311.0,74958.88,28774.390121,18403.5,20.0,0.016,0.984
Tennessee College of Applied Technology Nashville,3865.0,,36083.0,55280.64,20529.727062,17767,14.0,0.574,0.426
ECPI University,9603.0,0.82465639316951,43451.0,61373.11,31436.604766,22890,11.0,0.3887,0.6113
Ms Roberts Academy of Beauty Culture,3726.0,,,72954.67,,,14.0,0.0,1.0
Paul Mitchell the School-Houston,2706.0,,21341.0,68202.36,34574.168453,19813,17.0,0.0632,0.9368
Fortis Institute-Forty Fort,2939.0,,,46382.05,23515.52669,17014,19.0,0.6221,0.3779
Laurel Business Institute,4597.0,0.9090909090909,26648.0,38737.31,32473.200617,21369,8.0,0.3286,0.6714
Aviation Institute of Maintenance-Philadelphia,4146.0,,52278.0,51636.76,22015.851204,16602,13.0,0.9148,0.0852
Dorsey College-Roseville,5591.0,,24695.0,60108.1,15824.308166,11499,21.0,0.1145,0.8855
Moler-Pickens Beauty Academy,4531.0,,28303.0,63636.09,17947.05,14195.5,20.0,0.122,0.878
Red River Technology Center,4914.0,,30336.0,41272.45,16067.696552,13295,15.0,0.5294,0.4706
Southern Union State Community College,5143.0,,42856.0,45536.58,34138.287839,23096,18.0,0.4349,0.5651
South University-Columbia,11866.0,,53555.0,55764.27,29130.921239,20000,12.0,0.142,0.858
Clinton Technical School,9537.0,,39897.0,,27219.710526,18397.5,2.0,0.0,1.0
Greene County Career and Technology Center,6001.0,1.0,46681.0,39573.94,36311.545455,21675.5,10.0,0.1053,0.8947
Lac Courte Oreilles Ojibwe University,14267.0,,,44174.22,11272.814607,5294,8.0,0.1711,0.8289
Diesel Driving Academy-Shreveport,2497.0,,40118.0,42005.78,18078.2625,15587,12.0,0.7562,0.2438
Pima Medical Institute-Mesa,4659.0,,35679.0,59572.48,31765.580237,21596,12.0,0.2927,0.7073
Platt College-Los Angeles,11339.0,,37072.0,60243.7,31226.666114,21293,19.0,0.1806,0.8194
Platt College-Aurora,7135.0,0.58333333333333,72211.0,77904.9,46954.404908,30000,11.0,0.1036,0.8964
Paul Mitchell the School-Boise,4819.0,,21145.0,57322.43,31479.0225,20181.5,13.0,0.1089,0.8911
Educators of Beauty College of Cosmetology-Rockford,4546.0,,17572.0,58190.16,31713.909091,21992,8.0,0.0,1.0
Northwestern College,6218.0,,37211.0,58867.3,21357.264222,16059.5,14.0,0.0485,0.9515
Douglas J Aveda Institute,5813.0,,21919.0,69650.49,48179.83612,30810.5,20.0,0.0641,0.9359
Ross Medical Education Center-Brighton,1626.0,,27864.0,79847.49,27520.192989,17342,7.0,0.0345,0.9655
Ross Medical Education Center-Ann Arbor,1249.0,,27864.0,79847.49,27520.192989,17342,17.0,0.0606,0.9394
Taylortown School of Beauty Inc,3523.0,,16006.0,59901.51,17133.343407,12125.5,20.0,0.0121,0.9879
Pike-Lincoln Technical Center,4908.0,,41499.0,49328.7,27201.636364,15612.5,4.0,0.2308,0.7692
West Virginia Junior College-United Career Institute,7827.0,,28952.0,39861.94,28334.631769,18881,6.0,0.037,0.963
Bethel Seminary-San Diego,32726.0,0.88682926829268,58055.0,77038.37,93140.148627,77425.5,,,
St Charles Community College,5854.0,,40439.0,72459.88,39229.248357,30934,19.0,0.3966,0.6034
University of Massachusetts Global,4067.0,0.92857142857142,56538.0,,41463.319825,30485,22.0,0.3295,0.6705
New College of Florida,27426.0,0.74181818181818,38347.0,65255.68,64082.684746,44268,6.0,0.3259,0.6741
Montana Bible College,,,,,,,,0.0,0.0
Conservatory of Recording Arts and Sciences,3396.0,,30567.0,63998.42,44334.403004,27479,12.0,0.88,0.12
Adrian's Beauty College of Turlock,1592.0,,16093.0,,20408.474138,9456.5,10.0,0.0278,0.9722
San Joaquin Valley College-Fresno,5952.0,,33652.0,51804.36,23816.692543,15708,20.0,0.1608,0.8392
Dr. Ida Rolf Institute,22101.0,1.0,23391.0,,37958.838235,23045,10.0,0.3519,0.6481
Aveda Institute-Fort Myers,2913.0,,20873.0,54589.53,21883.671343,16015,16.0,0.0871,0.9129
Elizabeth Grady School of Esthetics and Massage Therapy,3379.0,,25227.0,75203,30791.116,20084,14.0,0.0262,0.9738
Ross Medical Education Center-Port Huron,1418.0,,24802.0,54076.94,25603.605231,16094,18.0,0.0556,0.9444
Capri Institute of Hair Design-Clifton,3640.0,,19568.0,63099.61,22003.210526,13251,10.0,0.2314,0.7686
Raphael's School of Beauty Culture Inc-Alliance,1827.0,,19564.0,51901.65,18431.509709,12589,31.0,0.0303,0.9697
Metro Technology Centers,16787.0,,36100.0,48436.91,26171.993671,20030.5,7.0,0.5153,0.4847
Luna Community College,7676.0,,31365.0,35880.65,25052.620253,20363,14.0,0.3462,0.6538
Grabber School of Hair Design,3183.0,,22145.0,68564.61,36725.469613,21203,18.0,0.0146,0.9854
Yeshivah Gedolah Rabbinical College,14870.0,,,56133.79,34932.157895,30601,9.0,1.0,0.0
Raphael's School of Beauty Culture Inc-Brunswick,2622.0,,16723.0,60456.33,19193.939623,11700,25.0,0.0102,0.9898
Caribbean University-Ponce,1286.0,,20783.0,20253.19,11130.437104,0,10.0,0.6369,0.3631
Caribbean University-Vega Baja,1960.0,,20783.0,20253.19,11130.437104,0,11.0,0.2542,0.7458
University of Advancing Technology,3395.0,0.91180461329715,52373.0,65222,44546.845679,32361.5,13.0,0.8026,0.1974
Paradise Valley Community College,7892.0,,50317.0,69788.77,30826.949924,22686.5,12.0,0.4466,0.5534
Chandler-Gilbert Community College,4594.0,,49280.0,74523.6,38497.60125,28924,21.0,0.4871,0.5129
Great Plains Technology Center,9742.0,,36334.0,44735.09,21323.808989,18043,4.0,0.4794,0.5206
Roane-Jackson Technical Center,8147.0,,,37968.36,18493.088235,17767.5,8.0,0.0333,0.9667
Pioneer Technology Center,16884.0,,34059.0,43137.14,17201.792453,13473,5.0,0.4625,0.5375
Portage Lakes Career Center,9128.0,,35262.0,56851.38,35736.875,25021.5,13.0,0.2874,0.7126
Eastern College of Health Vocations-New Orleans,2054.0,,23490.0,47009.67,14922.672535,11241.5,7.0,0.0385,0.9615
Bell Mar Beauty College,2406.0,,16717.0,56468.27,14901.98,13697.5,12.0,0.0822,0.9178
Caddo Kiowa Technology Center,15722.0,,29178.0,37823.43,11101.959677,3197.5,5.0,0.2788,0.7212
Center for Instruction Technology & Innovation,7072.0,,32623.0,50263.56,27848.439655,17376.5,9.0,0.0286,0.9714
International School of Skin Nailcare & Massage Therapy,7280.0,,19893.0,73041.81,19569.387597,13864,20.0,0.0579,0.9421
Palomar Institute of Cosmetology,4876.0,,19286.0,71160.05,36133.191388,23204,17.0,0.0255,0.9745
Southern Oklahoma Technology Center,7064.0,,36650.0,41305.45,25220.340659,21368,12.0,0.2653,0.7347
Autry Technology Center,12739.0,0.43838862559241,35164.0,43527.99,24943.496552,21620,7.0,0.4661,0.5339
Greene County Career Center,8278.0,,44814.0,59072.59,38994.660377,28497,12.0,0.8,0.2
Canadian Valley Technology Center,13496.0,,38788.0,47281.08,22169.66129,17784,14.0,0.5828,0.4172
Wilkes-Barre Area Career and Technical Center Practical Nursing,4272.0,0.75675675675675,40953.0,46835.75,30886.213974,23000,13.0,0.0952,0.9048
Meridian Technology Center,12647.0,,30989.0,41350.88,20088.085938,14739,9.0,0.5227,0.4773
Waynesville Career Center,42347.0,,37284.0,44645.58,32595.810811,28995.5,15.0,0.1538,0.8462
Capitol Beauty School,3224.0,,27067.0,68148.14,59525.865385,39924,10.0,0.0325,0.9675
Morris County Vocational School District,10945.0,1.0,45738.0,95519.25,47182.833333,31930.5,18.0,0.2571,0.7429
Ross Medical Education Center-Roosevelt Park,1154.0,,24802.0,54076.94,25603.605231,16094,24.0,0.0328,0.9672
Ross Medical Education Center-Kentwood,1025.0,,25556.0,60892.43,25921.299613,16513,21.0,0.0472,0.9528
South Florida Bible College and Theological Seminary,5607.0,,,,18395.385714,13559,13.0,0.3591,0.6409
Cloyd's Barber School 2 Inc,1960.0,,13009.0,30595,9260.0357143,4413,20.0,0.5517,0.4483
Universal Technical Institute of Illinois Inc,3320.0,,47845.0,64889.67,42458.6794,28618,44.0,0.9692,0.0308
Pennsylvania College of Technology,17554.0,,57101.0,54926.29,64182.293547,54391,14.0,0.6344,0.3656
Commonwealth Institute of Funeral Service,2922.0,,39727.0,58415.49,33968.565068,24573,34.0,0.3309,0.6691
Delta College of Arts & Technology,3233.0,,29317.0,46498.91,23031.762238,15980,14.0,0.0317,0.9683
InterCoast Colleges-Santa Ana,3304.0,,39273.0,59339.72,20455.296813,13238,10.0,1.0,0.0
Stone Child College,7021.0,,,33467.07,14102.410256,5682,11.0,0.3455,0.6545
New York Academy of Art,11908.0,,,,,,,,
Suffolk County Community College,8792.0,,43127.0,86319.9,49135.415404,34579,25.0,0.446,0.554
Las Positas College,6804.0,,43879.0,100870.75,24934.244242,20994.5,21.0,0.4718,0.5282
Blades School of Hair Design,7106.0,,17062.0,78271.7,17921.536082,5890,13.0,0.0698,0.9302
Ogeechee Technical College,5180.0,,31232.0,42683.93,20020.686789,16174,15.0,0.309,0.691
Remington College-Mobile Campus,3866.0,,27577.0,57418.38,18536.512846,13648,15.0,0.2237,0.7763
Southern Technical College,4778.0,,36460.0,54496.56,25912.20767,19031.5,12.0,0.2658,0.7342
Mercy-St Luke's School of Radiologic Technology,8755.0,,48183.0,,48069.933333,25228,12.0,0.2381,0.7619
Southwest Acupuncture College-Santa Fe,7235.0,,,62210.18,,,,,
Northwest Technology Center-Alva,15355.0,,31811.0,41776.17,18423.74359,15250,13.0,0.4583,0.5417
Mercer County Career Center,11583.0,,39230.0,47992.96,28915.972973,22936,7.0,0.0,1.0
California State University-San Marcos,6895.0,0.93300443300443,55771.0,72827.06,47275.771775,31282.5,25.0,0.3839,0.6161
Hairmasters Institute of Cosmetology,1199.0,,24949.0,62213.13,29626.89899,17118,15.0,0.0256,0.9744
Tricoci University of Beauty Culture LLC-Bloomington,3782.0,,23406.0,49214.39,26771.745283,14668.5,23.0,0.0583,0.9417
Interactive College of Technology-Newport,2538.0,,28875.0,70108.71,15671.104741,12445,12.0,0.69,0.31
Miller-Motte College-McCann-Monroe,3795.0,,28122.0,52030.84,22994.267789,16310,23.0,0.1707,0.8293
Ross Medical Education Center-Taylor,1076.0,,24792.0,56708.81,25511.656484,15505.5,23.0,0.087,0.913
National Tractor Trailer School Inc-Liverpool,6698.0,,42248.0,51281.03,23212.749669,17832,10.0,0.9108,0.0892
Interactive College of Technology,955.0,,24087.0,53256.94,11530.653744,0,12.0,0.6456,0.3544
Butler Beauty Academy-New Castle Beauty Academy,1883.0,,17158.0,47720.44,24975.833333,13727.5,9.0,0.2143,0.7857
NorthWest Arkansas Community College,5803.0,,39965.0,51378.19,39630.182855,29102,13.0,0.4115,0.5885
Brewster Technical College,7140.0,,26347.0,47588.22,14531.693333,13152,7.0,0.5375,0.4625
Hodges University,8089.0,,38986.0,59125.16,19580.975104,13011,10.0,0.4279,0.5721
University of St. Augustine for Health Sciences,8145.0,,84557.0,,,,,,
Capital Area School of Practical Nursing,5887.0,,46727.0,54062.25,25707.295652,19614.5,15.0,0.019,0.981
Hair Professionals Career College,1932.0,,23679.0,70211.05,29093.475248,14554,17.0,0.0278,0.9722
Empire Beauty School-Bloomfield,8448.0,,20437.0,49188.97,21932.617124,14091,20.0,0.0349,0.9651
Southwest Technology Center,9132.0,,43647.0,40913.99,20245.442308,18277,11.0,0.5182,0.4818
Western Area Career & Technology Center,6143.0,,,53485.05,41365.927273,22613.5,5.0,0.0345,0.9655
Hussian College-Daymar College Clarksville,2898.0,0.48742746615087,28619.0,71477.63,86339.717557,55207,20.0,0.1137,0.8863
Nossi College of Art,7141.0,0.46777163904235,30165.0,55745.16,36375.714953,23893,8.0,0.3667,0.6333
Seguin Beauty School-New Braunfels,8825.0,,18913.0,53314.25,25442.72093,18515,10.0,0.1,0.9
Pima Medical Institute-Seattle,6353.0,,35679.0,59572.48,31765.580237,21596,12.0,0.2061,0.7939
Mineral County Vocational Technical Center,8013.0,,,42332.38,23362,18815,4.0,0.0909,0.9091
Hypnosis Motivation Institute,1310.0,,19504.0,72959.92,31208.63871,17136,50.0,0.234,0.766
Thanh Le College School of Cosmetology,1230.0,,15635.0,65645.46,14224.557377,11675,20.0,0.1515,0.8485
Southeastern Technical College,9019.0,,31675.0,38427.62,20071.671088,16835,9.0,0.2534,0.7466
Massachusetts School of Law,6336.0,,,,,,,,
Alliance Career Center,6713.0,,28663.0,48476.9,27357.990196,18673.5,5.0,0.1356,0.8644
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,3737.0,,41014.0,62022.22,38915.833915,26362,50.0,0.9678,0.0322
Erwin Technical College,3410.0,,35045.0,52275.37,17717.507246,14686.5,18.0,0.4782,0.5218
Rosel School of Cosmetology,2522.0,,14812.0,68106.64,12387.625,9145,15.0,0.04,0.96
Worsham College of Mortuary Science,10189.0,0.78125,55945.0,66215.5,40324.519608,26368,15.0,0.2512,0.7488
Bryan University,1392.0,,29051.0,44825.82,17377.042105,13311,11.0,0.2529,0.7471
Oregon College of Oriental Medicine,7501.0,,,,,,,,
Central Pennsylvania Institute of Science and Technology,8404.0,0.78014184397163,35580.0,48155.72,38855.915254,30663.5,10.0,0.3988,0.6012
Northwest Educational Center,4043.0,,23641.0,51240.84,11953.156538,10244,15.0,0.2921,0.7079
Sebring Career Schools-Houston,958.0,,13475.0,60529.7,17396.617925,9461.5,21.0,0.1129,0.8871
PCI Health Training Center,1704.0,,27410.0,59565.97,23192.555113,17655,28.0,0.0571,0.9429
Hamrick School,9673.0,,46826.0,55777.96,22294.208955,21715,12.0,0.8424,0.1576
Fortis College,2538.0,,26763.0,45572.77,20302.840639,14377,22.0,0.1927,0.8073
Downey Adult School,3406.0,,31056.0,,19740.822562,16621,30.0,0.2192,0.7808
CRU Institute of Cosmetology and Barbering,244.0,,14764.0,73333.42,29158.869048,14999,25.0,0.6579,0.3421
Modern Technology School,1290.0,,38485.0,72834.64,34449.197368,22224,12.0,0.3243,0.6757
National Career Education,2699.0,,38765.0,79769.21,26872.428653,19945,47.0,0.6973,0.3027
North-West College-Glendale,2783.0,,29969.0,59960.46,23805.864,17561.5,25.0,0.1707,0.8293
Fremont University,3118.0,,33170.0,62794.03,22245.234201,15273,15.0,0.2533,0.7467
Pomona Unified School District Adult and Career Education,25042.0,,24299.0,61183.31,15665.741379,10211.5,20.0,0.4262,0.5738
Universal College of Beauty Inc-Los Angeles 2,1846.0,,16050.0,40772.16,8577.7755102,427,15.0,0.1111,0.8889
IBMC College,2097.0,,30808.0,61150.75,31064.028862,20081.5,7.0,0.0929,0.9071
Avalon Institute-Aurora,3580.0,,21544.0,77950.32,41898.353535,24102,18.0,0.0452,0.9548
Academy of Cosmetology,3025.0,1.0,18203.0,56984.21,14579.102151,11620.5,11.0,0.1803,0.8197
Sunstate Academy,1689.0,,25447.0,51874.4,26904.217795,18476,16.0,0.1721,0.8279
Fortis College-Smyrna,3324.0,,32975.0,61450.07,20870.984119,15144.5,23.0,0.345,0.655
Ross College-Davenport,3091.0,,27864.0,79847.49,27520.192989,17342,12.0,0.0417,0.9583
Pivot Point Academy,5632.0,,22745.0,72461.22,60580.162162,36255.5,13.0,0.1009,0.8991
Blalock's Professional Beauty College,9180.0,,,,9476.2857143,9576,7.0,0.0,1.0
Diesel Driving Academy-Baton Rouge,2850.0,,34912.0,44063.66,18517.038462,15474.5,14.0,0.8125,0.1875
New England Hair Academy,4789.0,,26289.0,68109.49,20773.718593,12402,12.0,0.4602,0.5398
Rob Roy Academy-Worcester,4378.0,,16227.0,59194.02,23115.916667,13274.5,12.0,0.6889,0.3111
Upper Cape Cod Regional Technical School,7071.0,0.90625,53267.0,63914.25,35608.716981,29854,15.0,0.0395,0.9605
All-State Career-Baltimore,2733.0,,33157.0,51593.75,18298.390783,13550,22.0,0.5076,0.4924
Adler Graduate School,7534.0,,,,,,,,
Academy of Hair Design-Jackson,1738.0,,16088.0,41615.06,17380.288136,14123.5,15.0,0.7895,0.2105
KC's School of Hair Design,514.0,,17163.0,,24248.672131,15000,11.0,0.0351,0.9649
Lincoln Technical Institute-Moorestown,6136.0,,32278.0,55331.4,25653.3531,17298,17.0,0.1743,0.8257
MCVSD,18362.0,,32304.0,75261.89,26307.138889,20144.5,15.0,0.1622,0.8378
National Tractor Trailer School Inc-Buffalo,2858.0,,42248.0,51281.03,23212.749669,17832,13.0,0.856,0.144
Yeshiva Gedolah Imrei Yosef D'spinka,3243.0,,29952.0,37316.06,10811.276923,4781,25.0,1.0,0.0
Knox County Career Center,6702.0,,32316.0,53498.99,28283.125683,19570,4.0,0.2929,0.7071
Madison Adult Career Center,4302.0,,26322.0,50021.12,23481.818182,16347,10.0,0.2358,0.7642
Remington College-Cleveland Campus,4112.0,,27577.0,57418.38,18536.512846,13648,16.0,0.2659,0.7341
Toledo Academy of Beauty Culture-East,2928.0,,16357.0,51009.23,16370.894737,10841,12.0,0.0282,0.9718
Brown & Clermont Adult Career Campuses,31115.0,,23503.0,58100.09,18161.842105,13975.5,4.0,0.5098,0.4902
Chisholm Trail Technology Center,12963.0,,27257.0,44608.02,22032.837838,19043,5.0,0.4091,0.5909
Gordon Cooper Technology Center,12578.0,,37106.0,42554.72,20789.533597,17280,11.0,0.6992,0.3008
Kiamichi Technology Center-McAlester,6138.0,,29360.0,36080.03,18421.75804,14777,4.0,0.5204,0.4796
YTI Career Institute-Altoona,3819.0,,28695.0,43905.56,31631.192453,20335,10.0,0.1273,0.8727
Eastern Center for Arts and Technology,6001.0,1.0,56815.0,66210.76,38905.464516,31076,10.0,0.1037,0.8963
Empire Beauty School-Center City Philadelphia,10065.0,,20018.0,63712.8,19866.442734,10876,25.0,0.0343,0.9657
CEM College-Humacao,653.0,,18110.0,22631.74,7753.1671503,0,15.0,0.1481,0.8519
Colegio Mayor de Tecnologia Inc,7297.0,,18627.0,16164.11,5235.5430809,0,21.0,0.5703,0.4297
Institucion Chaviano de Mayaguez,2215.0,,13301.0,16910.75,3080.3378378,0,33.0,0.16,0.84
Liceo de Arte-Dise-O y Comercio,1222.0,,12891.0,20327.01,4517.9909502,0,15.0,0.2,0.8
Universal Technology College of Puerto Rico,2826.0,,16846.0,16201.03,5749.6340058,0,6.0,0.2391,0.7609
Academy of Hair Technology,3268.0,,20399.0,56439.13,24551.972973,15269,12.0,0.0135,0.9865
Mr Wayne's School of Unisex Hair Design,6092.0,,17068.0,40135.74,25038.909091,17239,18.0,0.3043,0.6957
Queen City College,3864.0,,19280.0,48138.61,18517.490683,14316,20.0,0.4444,0.5556
